,Order_Id,Customer_Name,Email,City,Order_Date,Total_Spend,Order_Day,Order_Month,Order_Year
334,5481,Customer_481,user_481@provider.com,Chicago,2024-01-12,223.31,12,1,2024
335,5065,Customer_65,user_65@provider.com,Los Angeles,2024-02-19,185.14,19,2,2024
336,5283,Customer_283,user_283@provider.com,Chicago,2024-05-24,733.89,24,5,2024
337,5085,Customer_85,user_85@provider.com,New York,2024-12-05,423.59,5,12,2024
338,5242,Customer_242,user_242@provider.com,Los Angeles,2024-06-26,425.04,26,6,2024
339,5186,Customer_186,user_186@provider.com,Chicago,2024-08-14,597.07,14,8,2024
340,5399,Customer_399,user_399@provider.com,Chicago,2024-02-12,1049.29,12,2,2024
341,5159,Customer_159,user_159@provider.com,Los Angeles,2024-05-20,56.24,20,5,2024
342,5012,Customer_12,user_12@provider.com,New York,2024-11-23,1050.83,23,11,2024
343,5035,Customer_35,user_35@provider.com,New York,2024-08-14,1009.42,14,8,2024
344,5028,Customer_28,user_28@provider.com,New York,2024-12-10,78.11,10,12,2024
345,5170,Customer_170,user_170@provider.com,New York,2024-05-19,695.1,19,5,2024
346,5142,Customer_142,user_142@provider.com,Chicago,2024-10-02,431.58,2,10,2024
347,5415,Customer_415,user_415@provider.com,Chicago,2024-08-03,638.38,3,8,2024
348,5353,Customer_353,user_353@provider.com,Los Angeles,2024-12-28,556.53,28,12,2024
349,5221,Customer_221,user_221@provider.com,New York,2024-03-16,926.46,16,3,2024
351,5051,Customer_51,user_51@provider.com,Chicago,2024-02-21,640.41,21,2,2024
352,5240,Customer_240,user_240@provider.com,Los Angeles,2024-08-06,397.35,6,8,2024
353,5386,Customer_386,user_386@provider.com,Los Angeles,2024-02-05,1011.78,5,2,2024
354,5351,Customer_351,user_351@provider.com,New York,2024-02-28,409.65,28,2,2024
355,5394,Customer_394,user_394@provider.com,New York,2024-10-02,194.45,2,10,2024
356,5178,Customer_178,user_178@provider.com,Los Angeles,2024-06-14,473.58,14,6,2024
357,5041,Customer_41,user_41@provider.com,Chicago,2024-07-18,839.85,18,7,2024
358,5454,Customer_454,user_454@provider.com,Los Angeles,2024-10-16,644.28,16,10,2024
359,5403,Customer_403,user_403@provider.com,New York,2024-01-08,260.7,8,1,2024
360,5206,Customer_206,user_206@provider.com,New York,2024-05-25,158.81,25,5,2024
361,5282,Customer_282,user_282@provider.com,Chicago,2024-05-27,256.77,27,5,2024
362,5358,Customer_358,user_358@provider.com,Los Angeles,2024-06-22,207.56,22,6,2024
363,5254,Customer_254,user_254@provider.com,New York,2024-05-22,638.38,22,5,2024
364,5429,Customer_429,user_429@provider.com,Los Angeles,2024-02-17,957.56,17,2,2024
365,5004,Customer_4,user_4@provider.com,New York,2024-11-10,467.52,10,11,2024
366,5256,Customer_256,user_256@provider.com,Chicago,2024-06-19,795.6,19,6,2024
367,5467,Customer_467,user_467@provider.com,New York,2024-09-22,580.78,22,9,2024
368,5100,Customer_100,user_100@provider.com,New York,2024-01-17,89.77,17,1,2024
369,5226,Customer_226,user_226@provider.com,Los Angeles,2024-03-14,548.22,14,3,2024
370,5444,Customer_444,user_444@provider.com,Los Angeles,2024-10-02,582.71,2,10,2024
371,5213,Customer_213,user_213@provider.com,New York,2024-06-11,967.34,11,6,2024
372,5439,Customer_439,user_439@provider.com,Chicago,2024-11-21,355.84,21,11,2024
373,5171,Customer_171,user_171@provider.com,New York,2024-03-16,642.41,16,3,2024
375,5292,Customer_292,user_292@provider.com,Chicago,2024-05-19,393.15,19,5,2024
376,5215,Customer_215,user_215@provider.com,Chicago,2024-06-28,740.16,28,6,2024
377,5061,Customer_61,user_61@provider.com,New York,2024-11-02,722.14,2,11,2024
378,5047,Customer_47,user_47@provider.com,Los Angeles,2024-12-06,318.27,6,12,2024
379,5032,Customer_32,user_32@provider.com,New York,2024-12-05,459.27,5,12,2024
380,5267,Customer_267,user_267@provider.com,Los Angeles,2024-12-16,638.38,16,12,2024
381,5327,Customer_327,user_327@provider.com,New York,2024-02-22,920.17,22,2,2024
382,5200,Customer_200,user_200@provider.com,New York,2024-05-17,1023.86,17,5,2024
383,5465,Customer_465,user_465@provider.com,Chicago,2024-11-21,1123.01,21,11,2024
384,5027,Customer_27,user_27@provider.com,New York,2024-05-15,46.6,15,5,2024
385,5405,Customer_405,user_405@provider.com,New York,2024-04-10,799.74,10,4,2024
386,5230,Customer_230,user_230@provider.com,New York,2024-02-28,939.61,28,2,2024
387,5260,Customer_260,user_260@provider.com,New York,2024-02-08,682.89,8,2,2024
388,5378,Customer_378,user_378@provider.com,New York,2024-10-22,942.74,22,10,2024
389,5288,Customer_288,user_288@provider.com,Chicago,2024-06-03,1170.82,3,6,2024
390,5162,Customer_162,user_162@provider.com,New York,2024-05-23,449.1,23,5,2024
391,5391,Customer_391,user_391@provider.com,New York,2024-05-24,145.23,24,5,2024
392,5442,Customer_442,user_442@provider.com,New York,2024-02-16,539.22,16,2,2024
393,5138,Customer_138,user_138@provider.com,New York,2024-10-08,378.2,8,10,2024
394,5062,Customer_62,user_62@provider.com,Los Angeles,2024-04-07,34.48,7,4,2024
395,5135,Customer_135,user_135@provider.com,Los Angeles,2024-10-10,395.64,10,10,2024
396,5128,Customer_128,user_128@provider.com,New York,2024-10-10,630.34,10,10,2024
397,5499,Customer_499,user_499@provider.com,Chicago,2024-04-12,1023.51,12,4,2024
398,5008,Customer_8,user_8@provider.com,New York,2024-08-14,964.49,14,8,2024
399,5326,Customer_326,user_326@provider.com,Chicago,2024-05-26,877.1,26,5,2024
400,5485,Customer_485,user_485@provider.com,Chicago,2024-05-28,602.03,28,5,2024
401,5064,Customer_64,user_64@provider.com,Chicago,2024-03-16,301.7,16,3,2024
402,5300,Customer_300,user_300@provider.com,Chicago,2024-03-02,309.2,2,3,2024
403,5014,Customer_14,user_14@provider.com,New York,2024-04-06,136.57,6,4,2024
404,5156,Customer_156,user_156@provider.com,Chicago,2024-04-21,184.19,21,4,2024
405,5040,Customer_40,user_40@provider.com,Los Angeles,2024-06-10,998.27,10,6,2024
406,5379,Customer_379,user_379@provider.com,New York,2024-09-01,934.75,1,9,2024
407,5479,Customer_479,user_479@provider.com,Los Angeles,2024-02-21,222.45,21,2,2024
408,5420,Customer_420,user_420@provider.com,Los Angeles,2024-03-26,281.47,26,3,2024
409,5216,Customer_216,user_216@provider.com,Chicago,2024-12-08,117.17,8,12,2024
410,5409,Customer_409,user_409@provider.com,New York,2024-07-06,1095.87,6,7,2024
411,5279,Customer_279,user_279@provider.com,Los Angeles,2024-04-05,86.0,5,4,2024
412,5453,Customer_453,user_453@provider.com,New York,2024-11-07,808.75,7,11,2024
413,5449,Customer_449,user_449@provider.com,Chicago,2024-10-20,177.67,20,10,2024
414,5337,Customer_337,user_337@provider.com,Chicago,2024-10-02,638.38,2,10,2024
415,5236,Customer_236,user_236@provider.com,New York,2024-11-10,80.66,10,11,2024
416,5207,Customer_207,user_207@provider.com,Chicago,2024-06-26,253.16,26,6,2024
417,5212,Customer_212,user_212@provider.com,Chicago,2024-08-18,452.16,18,8,2024
418,5295,Customer_295,user_295@provider.com,Los Angeles,2024-01-20,308.78,20,1,2024
419,5476,Customer_476,user_476@provider.com,New York,2024-11-26,638.38,26,11,2024
420,5251,Customer_251,user_251@provider.com,New York,2024-04-15,647.17,15,4,2024
422,5477,Customer_477,user_477@provider.com,New York,2024-03-22,1124.95,22,3,2024
423,5303,Customer_303,user_303@provider.com,New York,2024-03-13,403.01,13,3,2024
424,5350,Customer_350,user_350@provider.com,Chicago,2024-07-04,177.39,4,7,2024
425,5269,Customer_269,user_269@provider.com,Chicago,2024-04-21,772.2,21,4,2024
426,5201,Customer_201,user_201@provider.com,New York,2024-05-14,858.49,14,5,2024
427,5161,Customer_161,user_161@provider.com,New York,2024-02-15,937.54,15,2,2024
428,5043,Customer_43,user_43@provider.com,New York,2024-04-16,851.06,16,4,2024
429,5217,Customer_217,user_217@provider.com,New York,2024-07-08,381.51,8,7,2024
430,5401,Customer_401,user_401@provider.com,New York,2024-11-19,88.8,19,11,2024
431,5190,Customer_190,user_190@provider.com,New York,2024-04-09,1079.93,9,4,2024
432,5309,Customer_309,user_309@provider.com,Los Angeles,2024-10-14,638.38,14,10,2024
433,5259,Customer_259,user_259@provider.com,Los Angeles,2024-04-13,1013.4,13,4,2024
434,5105,Customer_105,user_105@provider.com,Los Angeles,2024-08-26,251.37,26,8,2024
435,5053,Customer_53,user_53@provider.com,Chicago,2024-03-02,356.4,2,3,2024
436,5389,Customer_389,user_389@provider.com,Los Angeles,2024-07-14,52.41,14,7,2024
437,5001,Customer_1,user_1@provider.com,New York,2024-02-10,1181.56,10,2,2024
438,5460,Customer_460,user_460@provider.com,New York,2024-08-17,928.36,17,8,2024
439,5169,Customer_169,user_169@provider.com,Chicago,2024-10-01,919.26,1,10,2024
440,5049,Customer_49,user_49@provider.com,Chicago,2024-01-13,665.33,13,1,2024
441,5419,Customer_419,user_419@provider.com,Los Angeles,2024-07-01,676.33,1,7,2024
442,5080,Customer_80,user_80@provider.com,Chicago,2024-11-12,768.27,12,11,2024
443,5205,Customer_205,user_205@provider.com,Los Angeles,2024-12-05,617.88,5,12,2024
444,5034,Customer_34,user_34@provider.com,Los Angeles,2024-07-11,1118.03,11,7,2024
445,5430,Customer_430,user_430@provider.com,Los Angeles,2024-04-25,339.05,25,4,2024
446,5263,Customer_263,user_263@provider.com,New York,2024-01-27,68.87,27,1,2024
447,5427,Customer_427,user_427@provider.com,Los Angeles,2024-06-25,428.33,25,6,2024
448,5493,Customer_493,user_493@provider.com,Los Angeles,2024-01-14,1179.85,14,1,2024
449,5366,Customer_366,user_366@provider.com,New York,2024-11-04,370.25,4,11,2024
450,5091,Customer_91,user_91@provider.com,Chicago,2024-04-27,67.54,27,4,2024
451,5339,Customer_339,user_339@provider.com,Los Angeles,2024-08-21,155.79,21,8,2024
452,5495,Customer_495,user_495@provider.com,Chicago,2024-08-20,1187.08,20,8,2024
453,5052,Customer_52,user_52@provider.com,Los Angeles,2024-03-28,146.76,28,3,2024
455,5264,Customer_264,user_264@provider.com,Los Angeles,2024-07-09,775.12,9,7,2024
456,5241,Customer_241,user_241@provider.com,New York,2024-05-01,638.38,1,5,2024
457,5013,Customer_13,user_13@provider.com,New York,2024-02-25,672.13,25,2,2024
458,5315,Customer_315,user_315@provider.com,New York,2024-01-13,269.95,13,1,2024
459,5088,Customer_88,user_88@provider.com,Los Angeles,2024-09-25,638.38,25,9,2024
460,5387,Customer_387,user_387@provider.com,New York,2024-11-01,190.11,1,11,2024
461,5273,Customer_273,user_273@provider.com,Los Angeles,2024-11-04,638.38,4,11,2024
462,5166,Customer_166,user_166@provider.com,New York,2024-12-11,819.69,11,12,2024
463,5328,Customer_328,user_328@provider.com,Chicago,2024-03-01,448.64,1,3,2024
464,5377,Customer_377,user_377@provider.com,New York,2024-09-25,638.38,25,9,2024
465,5134,Customer_134,user_134@provider.com,Los Angeles,2024-01-05,661.39,5,1,2024
466,5306,Customer_306,user_306@provider.com,Chicago,2024-10-24,919.3,24,10,2024
468,5319,Customer_319,user_319@provider.com,New York,2024-01-02,1060.57,2,1,2024
469,5243,Customer_243,user_243@provider.com,Chicago,2024-05-12,1129.97,12,5,2024
470,5054,Customer_54,user_54@provider.com,New York,2024-07-11,371.86,11,7,2024
471,5363,Customer_363,user_363@provider.com,New York,2024-06-26,996.52,26,6,2024
472,5050,Customer_50,user_50@provider.com,Los Angeles,2024-10-22,876.77,22,10,2024
473,5480,Customer_480,user_480@provider.com,New York,2024-07-17,1060.46,17,7,2024
474,5174,Customer_174,user_174@provider.com,New York,2024-11-27,310.79,27,11,2024
475,5445,Customer_445,user_445@provider.com,Los Angeles,2024-09-03,254.45,3,9,2024
476,5189,Customer_189,user_189@provider.com,New York,2024-11-15,638.38,15,11,2024
477,5151,Customer_151,user_151@provider.com,Chicago,2024-12-10,770.45,10,12,2024
478,5463,Customer_463,user_463@provider.com,New York,2024-07-25,1115.98,25,7,2024
479,5187,Customer_187,user_187@provider.com,Chicago,2024-04-17,160.33,17,4,2024
480,5475,Customer_475,user_475@provider.com,Chicago,2024-05-18,649.16,18,5,2024
482,5058,Customer_58,user_58@provider.com,Los Angeles,2024-08-01,556.68,1,8,2024
483,5474,Customer_474,user_474@provider.com,Los Angeles,2024-10-23,695.35,23,10,2024
484,5048,Customer_48,user_48@provider.com,New York,2024-03-20,1004.43,20,3,2024
485,5344,Customer_344,user_344@provider.com,Los Angeles,2024-10-05,1127.65,5,10,2024
486,5235,Customer_235,user_235@provider.com,New York,2024-02-08,1094.19,8,2,2024
487,5252,Customer_252,user_252@provider.com,New York,2024-05-15,610.55,15,5,2024
488,5021,Customer_21,user_21@provider.com,Chicago,2024-09-14,189.61,14,9,2024
489,5313,Customer_313,user_313@provider.com,Los Angeles,2024-02-22,613.95,22,2,2024
490,5459,Customer_459,user_459@provider.com,Chicago,2024-04-23,134.15,23,4,2024
491,5160,Customer_160,user_160@provider.com,Los Angeles,2024-10-10,94.67,10,10,2024
492,5276,Customer_276,user_276@provider.com,Chicago,2024-06-24,826.71,24,6,2024
493,5443,Customer_443,user_443@provider.com,Chicago,2024-11-10,318.89,10,11,2024
494,5191,Customer_191,user_191@provider.com,New York,2024-03-10,542.46,10,3,2024
495,5385,Customer_385,user_385@provider.com,New York,2024-10-22,749.39,22,10,2024
496,5293,Customer_293,user_293@provider.com,New York,2024-11-12,567.77,12,11,2024
497,5413,Customer_413,user_413@provider.com,Los Angeles,2024-02-13,869.3,13,2,2024
498,5491,Customer_491,user_491@provider.com,Chicago,2024-12-25,688.03,25,12,2024
499,5343,Customer_343,user_343@provider.com,Chicago,2024-02-03,416.82,3,2,2024
500,5257,Customer_257,user_257@provider.com,Chicago,2024-11-14,868.95,14,11,2024
501,5308,Customer_308,user_308@provider.com,Los Angeles,2024-02-27,624.95,27,2,2024
502,5149,Customer_149,user_149@provider.com,Los Angeles,2024-10-16,1138.27,16,10,2024
503,5130,Customer_130,user_130@provider.com,Chicago,2024-03-02,876.59,2,3,2024
504,5151,Customer_151,user_151@provider.com,Chicago,2024-12-10,770.45,10,12,2024
505,5359,Customer_359,user_359@provider.com,Chicago,2024-06-05,1188.88,5,6,2024
506,5099,Customer_99,user_99@provider.com,New York,2024-12-09,976.62,9,12,2024
507,5372,Customer_372,user_372@provider.com,Chicago,2024-03-22,959.15,22,3,2024
508,5087,Customer_87,user_87@provider.com,Los Angeles,2024-11-09,759.48,9,11,2024
509,5458,Customer_458,user_458@provider.com,Chicago,2024-11-06,865.07,6,11,2024
510,5330,Customer_330,user_330@provider.com,New York,2024-01-06,690.78,6,1,2024
511,5214,Customer_214,user_214@provider.com,Chicago,2024-09-13,668.7,13,9,2024
512,5466,Customer_466,user_466@provider.com,Los Angeles,2024-02-11,1055.9,11,2,2024
513,5121,Customer_121,user_121@provider.com,Los Angeles,2024-04-10,638.38,10,4,2024
514,5020,Customer_20,user_20@provider.com,New York,2024-10-27,1087.79,27,10,2024
515,5071,Customer_71,user_71@provider.com,New York,2024-01-10,116.45,10,1,2024
516,5106,Customer_106,user_106@provider.com,Chicago,2024-02-10,64.66,10,2,2024
517,5270,Customer_270,user_270@provider.com,Chicago,2024-10-09,605.18,9,10,2024
518,5435,Customer_435,user_435@provider.com,New York,2024-11-03,984.78,3,11,2024
519,5102,Customer_102,user_102@provider.com,Chicago,2024-07-16,557.35,16,7,2024
